gene,mi_score,rf_importance,combined_score
group_26382,0.03578627785481861,0.0010295208801716783,0.3497666313859129
group_16997,0.03278089524975228,0.001518871043241887,0.3489187732387546
group_21553,0.03465690199623632,0.0011696615961409166,0.34728064400835007
group_26380,0.03578627785481861,0.000969990345261728,0.34681744987809543
pemK,0.03678530623264992,0.0007476420338658666,0.34414260704366506
group_19064,0.0348570339947447,0.001055222563874477,0.34328207156186946
sopB,0.03287360688917018,0.0013822010215260956,0.34292205894042765
group_24946,0.04019556861812508,0.00014137358867268748,0.34257841600010075
group_21544,0.032589779985329526,0.0014199249225402529,0.3424213827471168
group_15783,0.03698862419456421,0.0006780928615930906,0.34239450569720775
